,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,tconst
6977,s6978,Movie,the vault,Dan Bush,"['taryn manning', 'francesca eastwood', 'james franco']",['united states'],"January 1, 2018",2017,3,92 min,"Horror Movies, Thrillers",A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.,14957
6982,s6983,Movie,the visit,Oyefunke Fayoyin,"['nse ikpe-etim', 'femi jacobs', 'blossom chukwujekwu']",[],"February 26, 2020",2015,3,138 min,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",570
6990,s6991,Movie,the waterboy,Frank Coraci,"['adam sandler', 'kathy bates', 'henry winkler']",['united states'],"March 8, 2017",1998,3,90 min,"Comedies, Sports Movies",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,14660
6992,s6993,Movie,the wedding party,Kemi Adetiba,"['adesua etomi', 'banky wellington', 'richard mofe-damijo']",['nigeria'],"April 15, 2017",2016,3,101 min,"Comedies, Dramas, International Movies","As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",9601
7002,s7003,Movie,the wishing tree,Manika Sharma,"['shabana azmi', 'makrand deshpande', 'harshpreet kaur']",['india'],"June 5, 2017",2017,3,117 min,"Children & Family Movies, Dramas, Music & Musicals",Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.,11601
7015,s7016,Movie,the world is not enough,Michael Apted,"['pierce brosnan', 'sophie marceau', 'robert carlyle']","['united kingdom', 'united states']","December 31, 2019",1999,3,128 min,Action & Adventure,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",8512
7020,s7021,TV Show,the worst witch,,"['bella ramsey', 'clare higgins', 'meibh campbell']","['united kingdom', 'germany']","October 1, 2020",2020,2,4 Seasons,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",5083
7093,s7094,Movie,time out,Rikhil Bahadur,"['chirag malhotra', 'pranay pachauri', 'kaamya sharma']",['india'],"September 26, 2020",2015,3,98 min,"Dramas, Independent Movies, International Movies","Raised in the privileged bubble of Delhi's elite, a teen is compelled to question his outlook on life and love when his older brother comes out as gay.",12747
7100,s7101,TV Show,timeline,,"['santiwithi phrombut', 'jamorn kijsawapak', 'orrawan phuakthaisong']",[],"February 23, 2018",2014,3,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past.",4833
7128,s7129,TV Show,together,,"['jeanette aw', 'dai xiangyu', 'elvin ng']",['other'],"November 1, 2017",2009,3,1 Season,"International TV Shows, TV Dramas","Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore.",3170
7134,s7135,Movie,tom and jerry: the magic ring,Phil Roman,"['richard kind', 'dana hill', 'anndi mcafee']",[],"December 15, 2019",2001,1,60 min,"Children & Family Movies, Comedies","When a young wizard leaves Tom to guard his priceless magic ring, Jerry gets the ring stuck on his head, igniting a series of slapstick antics.",1733
7142,s7143,Movie,tomorrow never dies,Roger Spottiswoode,"['pierce brosnan', 'jonathan pryce', 'michelle yeoh']","['united kingdom', 'united states']","December 31, 2019",1997,3,119 min,Action & Adventure,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",17621
7159,s7160,Movie,tortilla soup,Maria Ripoll,"['hector elizondo', 'jacqueline obradors', 'elizabeth peña']",['united states'],"September 15, 2020",2001,3,104 min,"Comedies, Dramas, Romantic Movies",Widower Martin is a restaurateur with a booming business and three headstrong daughters who leave the house to pursue their individual destinies.,4790
7162,s7163,Movie,total recall,Paul Verhoeven,"['arnold schwarzenegger', 'rachel ticotin', 'sharon stone']","['united states', 'mexico']","July 1, 2020",1990,3,114 min,"Action & Adventure, Sci-Fi & Fantasy","After getting a memory implant, working stiff Douglas Quaid discovers he might actually be a secret agent embroiled in a violent insurrection on Mars.",14109
7182,s7183,Movie,trainspotting,Danny Boyle,"['ewan mcgregor', 'ewen bremner', 'jonny lee miller']",['united kingdom'],"October 1, 2019",1996,3,94 min,"Comedies, Cult Movies, Dramas","Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.",1770
7186,s7187,Movie,transcendence,Wally Pfister,"['johnny depp', 'rebecca hall', 'morgan freeman']","['united kingdom', 'china', 'united states']","November 1, 2018",2014,3,119 min,"Sci-Fi & Fantasy, Thrillers",Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,10838
7196,s7197,Movie,trash,Stephen Daldry,"['wagner moura', 'martin sheen', 'rooney mara']","['united kingdom', 'brazil', 'germany']","January 1, 2019",2014,3,114 min,"Dramas, Independent Movies, Thrillers","Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",5741
7207,s7208,Movie,tremors,Ron Underwood,"['kevin bacon', 'fred ward', 'finn carter']",['united states'],"January 1, 2020",1990,3,96 min,"Comedies, Cult Movies, Horror Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",4831
7208,s7209,Movie,tremors 2: aftershocks,S.S. Wilson,"['fred ward', 'chris gartin', 'helen shaver']",[],"January 1, 2020",1995,3,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.,11938
7209,s7210,Movie,tremors 3: back to perfection,Brent Maddock,"['michael gross', 'shawn christian', 'susan chuang']",['united states'],"January 1, 2020",2001,3,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","When a theme park's simulated giant worm attacks turn real, Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids.",17168
7210,s7211,Movie,tremors 4: the legend begins,S.S. Wilson,"['michael gross', 'sara botsford', 'billy drago']",['united states'],"January 1, 2020",2004,3,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",341
7223,s7224,Movie,trimurti,Mukul Anand,"['anil kapoor', 'shah rukh khan', 'jackie shroff']",['india'],"March 1, 2018",1995,3,173 min,"Action & Adventure, Dramas, International Movies","After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.",7120
7238,s7239,TV Show,troy,,"['louis hunter', 'bella dayne', ""frances o'connor""]","['united kingdom', 'south africa', 'australia']","April 6, 2018",2018,3,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War.",13081
7242,s7243,Movie,true grit,Henry Hathaway,"['john wayne', 'glen campbell', 'kim darby']",['united states'],"January 1, 2020",1969,2,128 min,"Classic Movies, Dramas",Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,11227
7294,s7295,Movie,u turn,Pawan Kumar,"['roger narayan', 'shraddha srinath', 'dileep raj']",['india'],"November 7, 2019",2016,3,121 min,"International Movies, Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,4852
7326,s7327,Movie,uncorked,Prentice Penny,"['mamoudou athie', 'courtney b. vance', 'niecy nash']",['united states'],"March 27, 2020",2020,3,104 min,"Dramas, Independent Movies",A young man feels torn between his dream of becoming a master sommelier and his father’s expectations that he’ll take over the family barbecue business.,11991
7327,s7328,Movie,uncovered,Zuko Nodada,"['nqobile khumalo', 'robert hobbs', ""s'thandiwe kgoroge""]",['south africa'],"March 3, 2020",2019,3,98 min,"Dramas, International Movies","To solve her sister's murder, a corporate protégé assumes her sibling's investigation into a mining conspiracy that could implicate her own boss.",12404
7329,s7330,Movie,undefeated,"Daniel Lindsay, T.J. Martin","[""montrail 'money' brown"", 'o.c. brown', 'bill courtney']",['united states'],"August 18, 2017",2011,3,113 min,"Documentaries, Sports Movies",An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.,9531
7337,s7338,Movie,under the skin,Jonathan Glazer,"['scarlett johansson', 'krystof hádek', 'jeremy mcwilliams']","['other', 'united kingdom', 'united states']","July 15, 2018",2013,3,108 min,"Dramas, Independent Movies, International Movies","A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",11211
7363,s7364,TV Show,unstoppable,,"['tessa ia', 'bárbara lópez', 'lucía uribe']",['mexico'],"February 28, 2020",2020,3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.,11385
7382,s7383,TV Show,vagabond,,"['lee seung-gi', 'bae suzy', 'shin sung-rok']",['south korea'],"September 21, 2019",2019,3,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",5350
7388,s7389,TV Show,vampires,,"['oulaya amamra', 'suzanne clément', 'kate moran']",['france'],"March 20, 2020",2020,3,1 Season,"International TV Shows, TV Dramas, TV Horror","A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",3496
7390,s7391,TV Show,van helsing,,"['kelly overton', 'jonathan scarfe', 'christopher heyerdahl']",['united states'],"September 27, 2020",2019,3,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",15887
7458,s7459,Movie,waiting,Anu Menon,"['naseeruddin shah', 'kalki koechlin', 'rajat kapoor']",['india'],"May 1, 2018",2015,3,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",7502
7492,s7493,TV Show,watership down,Noam Murro,"['james mcavoy', 'nicholas hoult', 'john boyega']","['united kingdom', 'other', 'united states']","December 23, 2018",2018,3,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.,15841
7542,s7543,TV Show,wet hot american summer,,"['elizabeth banks', 'lake bell', 'h. jon benjamin']",['united states'],"July 31, 2015",2015,3,1 Season,TV Comedies,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",16030
7545,s7546,Movie,what a girl wants,Dennie Gordon,"['amanda bynes', 'colin firth', 'kelly preston']","['united states', 'united kingdom']","May 1, 2020",2003,3,105 min,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",14364
